epoch_index,train_loss,val_loss,best_val_loss,mean_gradient_norm,improved
0,-0.040314566124888027,-0.085872098803520203,-0.085872098803520203,3.7588666116490081,true
1,-0.16469358603524811,-0.16910934448242188,-0.16910934448242188,2.4093529739800621,true
2,-0.2536497948800816,-0.19138428568840027,-0.19138428568840027,1.8886794360244976,true
3,-0.26133331590715575,-0.24856796860694885,-0.24856796860694885,1.8857288886519039,true
4,-0.34089759233243327,-0.26223593950271606,-0.26223593950271606,2.1540295218720154,true
5,-0.34845525685779971,-0.20985962450504303,-0.26223593950271606,1.8572948592550613,false
6,-0.35621619750471678,-0.18510009348392487,-0.26223593950271606,1.9387768682311564,false
7,-0.37694525466684031,-0.18007840216159821,-0.26223593950271606,2.4811338975149044,false
8,-0.36904977492111568,-0.14478878676891327,-0.26223593950271606,2.1448718940510467,false
9,-0.43030486666579876,-0.13278602063655853,-0.26223593950271606,2.0840594558154835,false
10,-0.35977618987945947,-0.13775783777236938,-0.26223593950271606,2.3195201053338894,false
11,-0.43975725222159834,-0.11597324907779694,-0.26223593950271606,2.44134977898177,false
12,-0.45248736528789296,-0.13313242793083191,-0.26223593950271606,2.352544558398864,false
13,-0.47384735689881968,-0.12172950804233551,-0.26223593950271606,3.3286012411117554,false
14,-0.38540530949831009,-0.086623422801494598,-0.26223593950271606,2.7963696157231048,false
15,-0.4216199328794199,-0.096528276801109314,-0.26223593950271606,2.2889989894979141,false
16,-0.51453604877871628,-0.088927604258060455,-0.26223593950271606,2.8655421067686642,false
17,-0.44426887394750819,-0.081038318574428558,-0.26223593950271606,2.6219481790766999,false
18,-0.42879011197125211,-0.12172198295593262,-0.26223593950271606,2.7797634040608123,false
19,-0.51297091166762743,-0.054443839937448502,-0.26223593950271606,2.6734840449164894,false
20,-0.58895272739669857,-0.0036051583010703325,-0.26223593950271606,3.4221745939815746,false
21,-0.47907529639847141,0.012141824699938297,-0.26223593950271606,2.8574878818848553,false
22,-0.56583270079949322,-0.016947885975241661,-0.26223593950271606,3.0148627319756676,false
23,-0.51247421454857378,-0.055951386690139771,-0.26223593950271606,3.2457298636436462,false
24,-0.58037829815464859,-0.0083128781989216805,-0.26223593950271606,2.7421507940572849,false
25,-0.50857703475391158,-0.01113431341946125,-0.26223593950271606,3.4427467970287098,false
26,-0.5509256444433156,-0.089018911123275757,-0.26223593950271606,3.2866728235693539,false
27,-0.43083045675474052,-0.063332483172416687,-0.26223593950271606,3.3232281909269443,false
28,-0.55750542090219612,-0.043776296079158783,-0.26223593950271606,3.1220198519089641,false
29,-0.64671548631261377,-0.057280987501144409,-0.26223593950271606,4.0087184765759636,false
