epoch_index,train_loss,val_loss,best_val_loss,mean_gradient_norm,improved
0,-0.2416494669010624,-0.31362038850784302,-0.31362038850784302,0.29321638584280241,true
1,-0.262879011848828,-0.31213846802711487,-0.31362038850784302,0.074996358315099945,false
2,-0.25753870891789216,-0.32617780566215515,-0.32617780566215515,0.022290151278167077,true
3,-0.25108084350060195,-0.3257468044757843,-0.32617780566215515,0.086014417940392524,false
4,-0.24917980250663674,-0.35349574685096741,-0.35349574685096741,0.55452912421400791,true
5,-0.27844586027547336,-0.29634037613868713,-0.35349574685096741,0.18292105783863613,false
6,-0.25869878025677723,-0.28578010201454163,-0.35349574685096741,0.21161082969774725,false
7,-0.26254033803557736,-0.31612390279769897,-0.35349574685096741,0.2299815024995881,false
8,-0.27960114293278027,-0.34723308682441711,-0.35349574685096741,0.12130919491196088,false
9,-0.27043379742938739,-0.3667818009853363,-0.3667818009853363,0.15864433539219391,true
10,-0.24864214045616487,-0.31313437223434448,-0.3667818009853363,0.094140014735901972,false
11,-0.26119295722590041,-0.25681579113006592,-0.3667818009853363,0.20176569962253174,false
12,-0.25127590588556653,-0.30070099234580994,-0.3667818009853363,0.42879508007078981,false
13,-0.25572154225590521,-0.31114012002944946,-0.3667818009853363,0.081458554442528669,false
14,-0.24542388589813924,-0.3078339695930481,-0.3667818009853363,3.1052089151750968,false
15,-0.26214680460114509,-0.31290984153747559,-0.3667818009853363,0.072915006540195185,false
16,-0.26555934557930017,-0.30889749526977539,-0.3667818009853363,0.10071128107646916,false
17,-0.25206971249710292,-0.2985306978225708,-0.3667818009853363,0.079518122216447801,false
18,-0.24756473895066824,-0.28959307074546814,-0.3667818009853363,0.19444977564014082,false
19,-0.258292496490937,-0.28744679689407349,-0.3667818009853363,0.21940968446273099,false
20,-0.25157753079652023,-0.30616915225982666,-0.3667818009853363,0.085331416187378079,false
21,-0.27278042240784717,-0.32119923830032349,-0.3667818009853363,0.16608097696100743,false
22,-0.28312919363498878,-0.31385114789009094,-0.3667818009853363,0.23135990160218894,false
23,-0.26534919794171286,-0.2794036865234375,-0.3667818009853363,0.20965890962226041,false
24,-0.25942026868832702,-0.28455579280853271,-0.3667818009853363,0.4737264176678414,false
25,-0.25153225834648579,-0.28021836280822754,-0.3667818009853363,0.13710312238757838,false
26,-0.27032960335222572,-0.31141233444213867,-0.3667818009853363,0.1734860564558916,false
27,-0.26369281390156502,-0.31441390514373779,-0.3667818009853363,0.12361871995707564,false
28,-0.26852664793244541,-0.29021188616752625,-0.3667818009853363,0.14224676587307328,false
29,-0.26401567802979398,-0.33276838064193726,-0.3667818009853363,0.11318805271898433,false
30,-0.26382043604285288,-0.30849477648735046,-0.3667818009853363,0.079170346349621043,false
31,-0.24457007780289039,-0.32860204577445984,-0.3667818009853363,0.097967516279589828,false
32,-0.27838241480864012,-0.31983447074890137,-0.3667818009853363,0.084355200097399149,false
33,-0.2524699327798608,-0.3162873387336731,-0.3667818009853363,0.091662090406223279,false
34,-0.2542935972316907,-0.29970774054527283,-0.3667818009853363,0.11211167174695173,false
