epoch_index,train_loss,val_loss,best_val_loss,mean_gradient_norm,improved
0,0.039593812866279714,0.010758421383798122,0.010758421383798122,4.6294416257968312,true
1,-0.077091361324374497,-0.2028842568397522,-0.2028842568397522,4.5073032035277443,true
2,-0.15042656977386334,-0.30977043509483337,-0.30977043509483337,3.9450469618552746,true
3,-0.18707719125235692,-0.34358268976211548,-0.34358268976211548,3.4673842838905657,true
4,-0.24870770453260496,-0.38426005840301514,-0.38426005840301514,3.1824601159986252,true
5,-0.24622985774364609,-0.37875601649284363,-0.38426005840301514,2.9662128075814018,false
6,-0.23893296477408746,-0.37989538908004761,-0.38426005840301514,2.5670781960212388,false
7,-0.23977402581248242,-0.37724205851554871,-0.38426005840301514,2.4994017968658739,false
8,-0.24530612483907205,-0.38313031196594238,-0.38426005840301514,2.3124291276296551,false
9,-0.23577225154552323,-0.37155875563621521,-0.38426005840301514,2.1871347103076868,false
10,-0.25199505684371942,-0.36387819051742554,-0.38426005840301514,1.9012562650358842,false
11,-0.26563259014764273,-0.35180017352104187,-0.38426005840301514,2.0250113423785363,false
12,-0.27601267578892219,-0.35046038031578064,-0.38426005840301514,1.8308180571415831,false
13,-0.25410947212591195,-0.3432086706161499,-0.38426005840301514,2.0410474263294303,false
14,-0.27971173172147995,-0.33292138576507568,-0.38426005840301514,1.7761923851943813,false
15,-0.26324161928959,-0.34625992178916931,-0.38426005840301514,1.8122143775212745,false
16,-0.28664782955251539,-0.35491538047790527,-0.38426005840301514,1.7661805203511345,false
17,-0.26831862317825045,-0.33668699860572815,-0.38426005840301514,1.8286826515462822,false
18,-0.28907371149398386,-0.33923253417015076,-0.38426005840301514,1.7169881887317529,false
19,-0.26061867122562266,-0.34857431054115295,-0.38426005840301514,1.7958472736100726,false
20,-0.25580375620092338,-0.35915935039520264,-0.38426005840301514,1.6569017698624147,false
21,-0.2954817496252079,-0.36518731713294983,-0.38426005840301514,1.6411690050750996,false
22,-0.2767467791519056,-0.3560812771320343,-0.38426005840301514,1.7240395746544566,false
23,-0.28497979477143442,-0.35402858257293701,-0.38426005840301514,1.7334951192195802,false
24,-0.29933976346197039,-0.34946203231811523,-0.38426005840301514,1.7704242741456255,false
25,-0.30259960703551769,-0.3671146035194397,-0.38426005840301514,1.8590089820313433,false
26,-0.28168526891833889,-0.36595562100410461,-0.38426005840301514,1.9239193573340367,false
27,-0.27338894832139021,-0.37368589639663696,-0.38426005840301514,1.9688611163590581,false
28,-0.27491978886013013,-0.37839627265930176,-0.38426005840301514,1.9660359839461028,false
29,-0.29459343409876171,-0.37881198525428772,-0.38426005840301514,2.0282237370672354,false
