asset_id,lbw,split,previous_timestamp,current_timestamp,previous_timeline_index,current_timeline_index,missing_steps,reason_code
ALGUSD,252,train,2021-01-25T00:00:00,2021-01-27T00:00:00,467,469,1,GAP_IN_TIMELINE
LNKUSD,252,train,2021-06-25T00:00:00,2021-06-28T00:00:00,1373,1376,2,GAP_IN_TIMELINE
