asset_id,symbol,category,path_pattern,resolution_status,resolution_failure_reason,d_file_path,raw_header,timestamp_column,close_column,schema_status,schema_reason_code,raw_row_count,canonical_row_count,duplicate_identical_count,duplicate_conflict_count,source_sorted_ascending,canonical_first_timestamp,canonical_last_timestamp
EURPLN,EURPLN,Exotics,category_symbol_d,RESOLVED,,data/FTMO Data/Exotics/EURPLN/D/EURPLN_data.csv,"[""time"", ""open"", ""high"", ""low"", ""close"", ""volume"", ""spread""]",time,close,ADMISSIBLE,,2888,2888,0,0,true,2015-01-01,2026-02-23
USDCNH,USDCNH,Exotics,category_symbol_d,RESOLVED,,data/FTMO Data/Exotics/USDCNH/D/USDCNH_data.csv,"[""time"", ""open"", ""high"", ""low"", ""close"", ""volume"", ""spread""]",time,close,ADMISSIBLE,,558,558,0,0,true,2024-01-02,2026-02-23
USDCZK,USDCZK,Exotics,category_symbol_d,RESOLVED,,data/FTMO Data/Exotics/USDCZK/D/USDCZK_data.csv,"[""time"", ""open"", ""high"", ""low"", ""close"", ""volume"", ""spread""]",time,close,ADMISSIBLE,,2899,2899,0,0,true,2015-01-02,2026-02-23
USDHKD,USDHKD,Exotics,category_symbol_d,RESOLVED,,data/FTMO Data/Exotics/USDHKD/D/USDHKD_data.csv,"[""time"", ""open"", ""high"", ""low"", ""close"", ""volume"", ""spread""]",time,close,ADMISSIBLE,,4680,4680,0,0,true,2007-07-10,2026-02-23
USDHUF,USDHUF,Exotics,category_symbol_d,RESOLVED,,data/FTMO Data/Exotics/USDHUF/D/USDHUF_data.csv,"[""time"", ""open"", ""high"", ""low"", ""close"", ""volume"", ""spread""]",time,close,ADMISSIBLE,,2890,2890,0,0,true,2015-01-01,2026-02-23
USDILS,USDILS,Exotics,category_symbol_d,RESOLVED,,data/FTMO Data/Exotics/USDILS/D/USDILS_data.csv,"[""time"", ""open"", ""high"", ""low"", ""close"", ""volume"", ""spread""]",time,close,ADMISSIBLE,,1074,1074,0,0,true,2022-01-03,2026-02-23
USDMXN,USDMXN,Exotics,category_symbol_d,RESOLVED,,data/FTMO Data/Exotics/USDMXN/D/USDMXN_data.csv,"[""time"", ""open"", ""high"", ""low"", ""close"", ""volume"", ""spread""]",time,close,ADMISSIBLE,,4698,4698,0,0,true,2007-07-23,2026-02-23
USDNOK,USDNOK,Exotics,category_symbol_d,RESOLVED,,data/FTMO Data/Exotics/USDNOK/D/USDNOK_data.csv,"[""time"", ""open"", ""high"", ""low"", ""close"", ""volume"", ""spread""]",time,close,ADMISSIBLE,,5188,5188,0,0,true,2006-02-06,2026-02-23
USDPLN,USDPLN,Exotics,category_symbol_d,RESOLVED,,data/FTMO Data/Exotics/USDPLN/D/USDPLN_data.csv,"[""time"", ""open"", ""high"", ""low"", ""close"", ""volume"", ""spread""]",time,close,ADMISSIBLE,,3401,3401,0,0,true,2013-03-19,2026-02-23
USDSEK,USDSEK,Exotics,category_symbol_d,RESOLVED,,data/FTMO Data/Exotics/USDSEK/D/USDSEK_data.csv,"[""time"", ""open"", ""high"", ""low"", ""close"", ""volume"", ""spread""]",time,close,ADMISSIBLE,,6728,6728,0,0,true,2000-03-30,2026-02-23
USDSGD,USDSGD,Exotics,category_symbol_d,RESOLVED,,data/FTMO Data/Exotics/USDSGD/D/USDSGD_data.csv,"[""time"", ""open"", ""high"", ""low"", ""close"", ""volume"", ""spread""]",time,close,ADMISSIBLE,,556,556,0,0,true,2024-01-02,2026-02-23
USDZAR,USDZAR,Exotics,category_symbol_d,RESOLVED,,data/FTMO Data/Exotics/USDZAR/D/USDZAR_data.csv,"[""time"", ""open"", ""high"", ""low"", ""close"", ""volume"", ""spread""]",time,close,ADMISSIBLE,,5082,5082,0,0,true,2006-01-13,2026-02-23
AUDCAD,AUDCAD,Forex,forex_base_symbol_d,RESOLVED,,data/FTMO Data/Forex/AUD/AUDCAD/D/AUDCAD_data.csv,"[""time"", ""open"", ""high"", ""low"", ""close"", ""volume"", ""spread""]",time,close,ADMISSIBLE,,6708,6708,0,0,true,2000-03-30,2026-02-23
AUDCHF,AUDCHF,Forex,forex_base_symbol_d,RESOLVED,,data/FTMO Data/Forex/AUD/AUDCHF/D/AUDCHF_data.csv,"[""time"", ""open"", ""high"", ""low"", ""close"", ""volume"", ""spread""]",time,close,ADMISSIBLE,,6639,6639,0,0,true,2000-03-30,2026-02-23
AUDJPY,AUDJPY,Forex,forex_base_symbol_d,RESOLVED,,data/FTMO Data/Forex/AUD/AUDJPY/D/AUDJPY_data.csv,"[""time"", ""open"", ""high"", ""low"", ""close"", ""volume"", ""spread""]",time,close,ADMISSIBLE,,6672,6672,0,0,true,2000-03-29,2026-02-23
AUDNZD,AUDNZD,Forex,forex_base_symbol_d,RESOLVED,,data/FTMO Data/Forex/AUD/AUDNZD/D/AUDNZD_data.csv,"[""time"", ""open"", ""high"", ""low"", ""close"", ""volume"", ""spread""]",time,close,ADMISSIBLE,,6618,6618,0,0,true,2000-03-30,2026-02-23
AUDUSD,AUDUSD,Forex,forex_base_symbol_d,RESOLVED,,data/FTMO Data/Forex/AUD/AUDUSD/D/AUDUSD_data.csv,"[""time"", ""open"", ""high"", ""low"", ""close"", ""volume"", ""spread""]",time,close,ADMISSIBLE,,6730,6730,0,0,true,2000-03-29,2026-02-23
CADCHF,CADCHF,Forex,forex_base_symbol_d,RESOLVED,,data/FTMO Data/Forex/CAD/CADCHF/D/CADCHF_data.csv,"[""time"", ""open"", ""high"", ""low"", ""close"", ""volume"", ""spread""]",time,close,ADMISSIBLE,,6560,6560,0,0,true,2000-03-30,2026-02-23
CADJPY,CADJPY,Forex,forex_base_symbol_d,RESOLVED,,data/FTMO Data/Forex/CAD/CADJPY/D/CADJPY_data.csv,"[""time"", ""open"", ""high"", ""low"", ""close"", ""volume"", ""spread""]",time,close,ADMISSIBLE,,4926,4926,0,0,true,2007-02-12,2026-02-23
CHFJPY,CHFJPY,Forex,forex_base_symbol_d,RESOLVED,,data/FTMO Data/Forex/CHF/CHFJPY/D/CHFJPY_data.csv,"[""time"", ""open"", ""high"", ""low"", ""close"", ""volume"", ""spread""]",time,close,ADMISSIBLE,,6674,6674,0,0,true,2000-03-29,2026-02-23
EURAUD,EURAUD,Forex,forex_base_symbol_d,RESOLVED,,data/FTMO Data/Forex/EUR/EURAUD/D/EURAUD_data.csv,"[""time"", ""open"", ""high"", ""low"", ""close"", ""volume"", ""spread""]",time,close,ADMISSIBLE,,5622,5622,0,0,true,2004-06-17,2026-02-23
EURCAD,EURCAD,Forex,forex_base_symbol_d,RESOLVED,,data/FTMO Data/Forex/EUR/EURCAD/D/EURCAD_data.csv,"[""time"", ""open"", ""high"", ""low"", ""close"", ""volume"", ""spread""]",time,close,ADMISSIBLE,,6576,6576,0,0,true,2000-03-30,2026-02-23
EURCHF,EURCHF,Forex,forex_base_symbol_d,RESOLVED,,data/FTMO Data/Forex/EUR/EURCHF/D/EURCHF_data.csv,"[""time"", ""open"", ""high"", ""low"", ""close"", ""volume"", ""spread""]",time,close,ADMISSIBLE,,6720,6720,0,0,true,2000-03-29,2026-02-23
EURGBP,EURGBP,Forex,forex_base_symbol_d,RESOLVED,,data/FTMO Data/Forex/EUR/EURGBP/D/EURGBP_data.csv,"[""time"", ""open"", ""high"", ""low"", ""close"", ""volume"", ""spread""]",time,close,ADMISSIBLE,,6726,6726,0,0,true,2000-03-29,2026-02-23
EURJPY,EURJPY,Forex,forex_base_symbol_d,RESOLVED,,data/FTMO Data/Forex/EUR/EURJPY/D/EURJPY_data.csv,"[""time"", ""open"", ""high"", ""low"", ""close"", ""volume"", ""spread""]",time,close,ADMISSIBLE,,6604,6604,0,0,true,2000-03-29,2026-02-23
EURNZD,EURNZD,Forex,forex_base_symbol_d,RESOLVED,,data/FTMO Data/Forex/EUR/EURNZD/D/EURNZD_data.csv,"[""time"", ""open"", ""high"", ""low"", ""close"", ""volume"", ""spread""]",time,close,ADMISSIBLE,,6557,6557,0,0,true,2000-03-30,2026-02-23
EURUSD,EURUSD,Forex,forex_base_symbol_d,RESOLVED,,data/FTMO Data/Forex/EUR/EURUSD/D/EURUSD_data.csv,"[""time"", ""open"", ""high"", ""low"", ""close"", ""volume"", ""spread""]",time,close,ADMISSIBLE,,6731,6731,0,0,true,2000-03-29,2026-02-23
GBPAUD,GBPAUD,Forex,forex_base_symbol_d,RESOLVED,,data/FTMO Data/Forex/GBP/GBPAUD/D/GBPAUD_data.csv,"[""time"", ""open"", ""high"", ""low"", ""close"", ""volume"", ""spread""]",time,close,ADMISSIBLE,,4784,4784,0,0,true,2007-08-21,2026-02-23
GBPCAD,GBPCAD,Forex,forex_base_symbol_d,RESOLVED,,data/FTMO Data/Forex/GBP/GBPCAD/D/GBPCAD_data.csv,"[""time"", ""open"", ""high"", ""low"", ""close"", ""volume"", ""spread""]",time,close,ADMISSIBLE,,4788,4788,0,0,true,2007-08-21,2026-02-23
GBPCHF,GBPCHF,Forex,forex_base_symbol_d,RESOLVED,,data/FTMO Data/Forex/GBP/GBPCHF/D/GBPCHF_data.csv,"[""time"", ""open"", ""high"", ""low"", ""close"", ""volume"", ""spread""]",time,close,ADMISSIBLE,,6686,6686,0,0,true,2000-03-29,2026-02-23
GBPJPY,GBPJPY,Forex,forex_base_symbol_d,RESOLVED,,data/FTMO Data/Forex/GBP/GBPJPY/D/GBPJPY_data.csv,"[""time"", ""open"", ""high"", ""low"", ""close"", ""volume"", ""spread""]",time,close,ADMISSIBLE,,6732,6732,0,0,true,2000-03-29,2026-02-23
GBPNZD,GBPNZD,Forex,forex_base_symbol_d,RESOLVED,,data/FTMO Data/Forex/GBP/GBPNZD/D/GBPNZD_data.csv,"[""time"", ""open"", ""high"", ""low"", ""close"", ""volume"", ""spread""]",time,close,ADMISSIBLE,,3967,3967,0,0,true,2010-05-10,2026-02-23
GBPUSD,GBPUSD,Forex,forex_base_symbol_d,RESOLVED,,data/FTMO Data/Forex/GBP/GBPUSD/D/GBPUSD_data.csv,"[""time"", ""open"", ""high"", ""low"", ""close"", ""volume"", ""spread""]",time,close,ADMISSIBLE,,6730,6730,0,0,true,2000-03-29,2026-02-23
NZDCAD,NZDCAD,Forex,forex_base_symbol_d,RESOLVED,,data/FTMO Data/Forex/NZD/NZDCAD/D/NZDCAD_data.csv,"[""time"", ""open"", ""high"", ""low"", ""close"", ""volume"", ""spread""]",time,close,ADMISSIBLE,,4776,4776,0,0,true,2007-08-20,2026-02-23
NZDCHF,NZDCHF,Forex,forex_base_symbol_d,RESOLVED,,data/FTMO Data/Forex/NZD/NZDCHF/D/NZDCHF_data.csv,"[""time"", ""open"", ""high"", ""low"", ""close"", ""volume"", ""spread""]",time,close,ADMISSIBLE,,4795,4795,0,0,true,2007-08-21,2026-02-23
NZDJPY,NZDJPY,Forex,forex_base_symbol_d,RESOLVED,,data/FTMO Data/Forex/NZD/NZDJPY/D/NZDJPY_data.csv,"[""time"", ""open"", ""high"", ""low"", ""close"", ""volume"", ""spread""]",time,close,ADMISSIBLE,,4939,4939,0,0,true,2007-02-12,2026-02-23
NZDUSD,NZDUSD,Forex,forex_base_symbol_d,RESOLVED,,data/FTMO Data/Forex/NZD/NZDUSD/D/NZDUSD_data.csv,"[""time"", ""open"", ""high"", ""low"", ""close"", ""volume"", ""spread""]",time,close,ADMISSIBLE,,6730,6730,0,0,true,2000-03-29,2026-02-23
USDCAD,USDCAD,Forex,forex_base_symbol_d,RESOLVED,,data/FTMO Data/Forex/USD/USDCAD/D/USDCAD_data.csv,"[""time"", ""open"", ""high"", ""low"", ""close"", ""volume"", ""spread""]",time,close,ADMISSIBLE,,6732,6732,0,0,true,2000-03-29,2026-02-23
USDCHF,USDCHF,Forex,forex_base_symbol_d,RESOLVED,,data/FTMO Data/Forex/USD/USDCHF/D/USDCHF_data.csv,"[""time"", ""open"", ""high"", ""low"", ""close"", ""volume"", ""spread""]",time,close,ADMISSIBLE,,6730,6730,0,0,true,2000-03-29,2026-02-23
USDJPY,USDJPY,Forex,forex_base_symbol_d,RESOLVED,,data/FTMO Data/Forex/USD/USDJPY/D/USDJPY_data.csv,"[""time"", ""open"", ""high"", ""low"", ""close"", ""volume"", ""spread""]",time,close,ADMISSIBLE,,6730,6730,0,0,true,2000-03-29,2026-02-23
XAGAUD,XAGAUD,Metals CFD,category_symbol_d,RESOLVED,,data/FTMO Data/Metals CFD/XAGAUD/D/XAGAUD_data.csv,"[""time"", ""open"", ""high"", ""low"", ""close"", ""volume"", ""spread""]",time,close,ADMISSIBLE,,2406,2406,0,0,true,2016-10-24,2026-02-23
XAGEUR,XAGEUR,Metals CFD,category_symbol_d,RESOLVED,,data/FTMO Data/Metals CFD/XAGEUR/D/XAGEUR_data.csv,"[""time"", ""open"", ""high"", ""low"", ""close"", ""volume"", ""spread""]",time,close,ADMISSIBLE,,2198,2198,0,0,true,2017-08-14,2026-02-23
XAGUSD,XAGUSD,Metals CFD,category_symbol_d,RESOLVED,,data/FTMO Data/Metals CFD/XAGUSD/D/XAGUSD_data.csv,"[""time"", ""open"", ""high"", ""low"", ""close"", ""volume"", ""spread""]",time,close,ADMISSIBLE,,4464,4464,0,0,true,2008-11-07,2026-02-23
XAUAUD,XAUAUD,Metals CFD,category_symbol_d,RESOLVED,,data/FTMO Data/Metals CFD/XAUAUD/D/XAUAUD_data.csv,"[""time"", ""open"", ""high"", ""low"", ""close"", ""volume"", ""spread""]",time,close,ADMISSIBLE,,2409,2409,0,0,true,2016-10-21,2026-02-23
XAUEUR,XAUEUR,Metals CFD,category_symbol_d,RESOLVED,,data/FTMO Data/Metals CFD/XAUEUR/D/XAUEUR_data.csv,"[""time"", ""open"", ""high"", ""low"", ""close"", ""volume"", ""spread""]",time,close,ADMISSIBLE,,2411,2411,0,0,true,2016-10-19,2026-02-23
XAUUSD,XAUUSD,Metals CFD,category_symbol_d,RESOLVED,,data/FTMO Data/Metals CFD/XAUUSD/D/XAUUSD_data.csv,"[""time"", ""open"", ""high"", ""low"", ""close"", ""volume"", ""spread""]",time,close,ADMISSIBLE,,5583,5583,0,0,true,2004-06-11,2026-02-23
XCUUSD,XCUUSD,Metals CFD,category_symbol_d,RESOLVED,,data/FTMO Data/Metals CFD/XCUUSD/D/XCUUSD_data.csv,"[""time"", ""open"", ""high"", ""low"", ""close"", ""volume"", ""spread""]",time,close,ADMISSIBLE,,316,316,0,0,true,2024-12-02,2026-02-23
XPDUSD,XPDUSD,Metals CFD,category_symbol_d,RESOLVED,,data/FTMO Data/Metals CFD/XPDUSD/D/XPDUSD_data.csv,"[""time"", ""open"", ""high"", ""low"", ""close"", ""volume"", ""spread""]",time,close,ADMISSIBLE,,2762,2762,0,0,true,2015-01-07,2026-02-23
XPTUSD,XPTUSD,Metals CFD,category_symbol_d,RESOLVED,,data/FTMO Data/Metals CFD/XPTUSD/D/XPTUSD_data.csv,"[""time"", ""open"", ""high"", ""low"", ""close"", ""volume"", ""spread""]",time,close,ADMISSIBLE,,2775,2775,0,0,true,2015-01-07,2026-02-23
