epoch_index,train_loss,val_loss,best_val_loss,mean_gradient_norm,improved
0,-0.1937866575183132,-0.32971063256263733,-0.32971063256263733,1.9679076666227326,true
1,-0.27366979520182866,-0.34772488474845886,-0.34772488474845886,1.3781024302618625,true
2,-0.31142360494227317,-0.37278440594673157,-0.37278440594673157,1.4836616962946629,true
3,-0.32819830425059759,-0.35107868909835815,-0.37278440594673157,1.6482873659383936,false
4,-0.34984819478809071,-0.39707136154174805,-0.39707136154174805,1.8354201979773979,true
5,-0.34051814184595758,-0.36020374298095703,-0.39707136154174805,1.9302078122511888,false
6,-0.37165299683618241,-0.42782175540924072,-0.42782175540924072,1.9527319771452591,true
7,-0.38582401048057735,-0.41385236382484436,-0.42782175540924072,2.0054485293833588,false
8,-0.40824416397999114,-0.3955579400062561,-0.42782175540924072,2.2999319015428998,false
9,-0.41175836153795387,-0.39217489957809448,-0.42782175540924072,2.2783770247314794,false
10,-0.39244363638229118,-0.36436367034912109,-0.42782175540924072,2.4762822078594651,false
11,-0.40709737275177854,-0.31793919205665588,-0.42782175540924072,2.4763946295148718,false
12,-0.42423164089902854,-0.39878320693969727,-0.42782175540924072,2.7029545637331185,false
13,-0.45862540444478583,-0.39198648929595947,-0.42782175540924072,2.7695009877594807,false
14,-0.41211947840519059,-0.45143115520477295,-0.45143115520477295,2.5242439768253226,true
15,-0.41153106627126151,-0.44296255707740784,-0.45143115520477295,2.9049729708528433,false
16,-0.47616421947112453,-0.3938618004322052,-0.45143115520477295,3.1188572153243093,false
17,-0.44474225130099326,-0.41005006432533264,-0.45143115520477295,3.1773667609175811,false
18,-0.44526378165643948,-0.39385345578193665,-0.45143115520477295,3.2574914704011277,false
19,-0.44998497876505822,-0.34803658723831177,-0.45143115520477295,3.5519591550796461,false
20,-0.47317720078027403,-0.3270430862903595,-0.45143115520477295,3.2745471715162964,false
21,-0.46288563087149764,-0.3080374002456665,-0.45143115520477295,3.3148837449560418,false
22,-0.51946423880946946,-0.30413863062858582,-0.45143115520477295,3.7009802834154706,false
23,-0.48694941508941925,-0.32046082615852356,-0.45143115520477295,3.4922436851491696,false
24,-0.53688461265455067,-0.33771413564682007,-0.45143115520477295,3.5311702219321606,false
25,-0.51740199052848113,-0.40823626518249512,-0.45143115520477295,4.8380462678674707,false
26,-0.51603351523860908,-0.34654948115348816,-0.45143115520477295,4.0812737287547538,false
27,-0.51363758337445176,-0.34520405530929565,-0.45143115520477295,4.1608358597597821,false
28,-0.55461979629949498,-0.40129479765892029,-0.45143115520477295,3.6556408399751841,false
29,-0.56277927500792801,-0.35788846015930176,-0.45143115520477295,3.8322466423403685,false
30,-0.53846406268003655,-0.41541513800621033,-0.45143115520477295,3.9907033186799916,false
31,-0.56339499743607568,-0.35433834791183472,-0.45143115520477295,4.7813532142392479,false
32,-0.58552363997277546,-0.43528518080711365,-0.45143115520477295,4.2846721038938718,false
33,-0.57774964909857285,-0.4077010452747345,-0.45143115520477295,4.2837458240489168,false
34,-0.58933952984471738,-0.42367672920227051,-0.45143115520477295,4.2217393155770901,false
35,-0.58611494687666443,-0.36613330245018005,-0.45143115520477295,4.6970593892276673,false
36,-0.60396194152342964,-0.41658535599708557,-0.45143115520477295,4.2626701050067846,false
37,-0.62390016869474685,-0.34519544243812561,-0.45143115520477295,4.3445450403990273,false
38,-0.62186557751817584,-0.35744407773017883,-0.45143115520477295,4.6690603106831894,false
39,-0.62043974061424911,-0.42144894599914551,-0.45143115520477295,6.2167166453213074,false
