epoch_index,train_loss,val_loss,best_val_loss,mean_gradient_norm,improved
0,-0.05648360480554402,-0.30356994271278381,-0.30356994271278381,1.0759100467199461,true
1,-0.070715969335287815,-0.34744629263877869,-0.34744629263877869,1.2868761848891155,true
2,-0.050247339624911548,-0.37386265397071838,-0.37386265397071838,1.3319438982871361,true
3,-0.11918221738596912,-0.38987690210342407,-0.38987690210342407,1.1195588377770036,true
4,-0.15909649860113859,-0.39890068769454956,-0.39890068769454956,1.1087468194658867,true
5,-0.20412516432115807,-0.40388283133506775,-0.40388283133506775,0.92422288870438929,true
6,-0.16528953866218216,-0.40964281558990479,-0.40964281558990479,0.87806804007850592,true
7,-0.15748083107173444,-0.41241523623466492,-0.41241523623466492,0.66523787003825419,true
8,-0.22823932400206104,-0.41262352466583252,-0.41262352466583252,0.68727348348766104,true
9,-0.22320699850097298,-0.41307878494262695,-0.41307878494262695,0.6314053008507472,true
10,-0.20344152636826038,-0.41133445501327515,-0.41307878494262695,0.56592167216585954,false
11,-0.22131950613111256,-0.4091622531414032,-0.41307878494262695,0.49568439362337813,false
12,-0.21084755090996624,-0.40706953406333923,-0.41307878494262695,0.5987073292126297,false
13,-0.22031813077628612,-0.40568616986274719,-0.41307878494262695,0.48909019706770779,false
14,-0.21568938173586502,-0.40324753522872925,-0.41307878494262695,0.48548072859994135,false
15,-0.2572295259684324,-0.40317273139953613,-0.41307878494262695,0.4887884106487036,false
16,-0.20373170687817038,-0.40219685435295105,-0.41307878494262695,0.42493876836961136,false
17,-0.23381919665262102,-0.4016207754611969,-0.41307878494262695,0.40414098352193834,false
18,-0.24151304364204407,-0.40056675672531128,-0.41307878494262695,0.38501032581552863,false
19,-0.23574615340912713,-0.40057599544525146,-0.41307878494262695,0.43233505419339052,false
20,-0.24739325530827044,-0.40026134252548218,-0.41307878494262695,0.37790702570928258,false
21,-0.24378176592290401,-0.3999316394329071,-0.41307878494262695,0.34957487528445197,false
22,-0.24480284750461578,-0.39892923831939697,-0.41307878494262695,0.37387972551805432,false
23,-0.24613837748765946,-0.39959409832954407,-0.41307878494262695,0.47707279590831603,false
24,-0.22229122852440925,-0.39939051866531372,-0.41307878494262695,0.38341697920113804,false
25,-0.24402167750522494,-0.39986816048622131,-0.41307878494262695,0.364170353103691,false
26,-0.25156558342278001,-0.40026992559432983,-0.41307878494262695,0.31254444178193808,false
27,-0.25350570045411586,-0.399391770362854,-0.41307878494262695,0.40232333253661634,false
28,-0.25024108656216415,-0.39859461784362793,-0.41307878494262695,0.34195480405178386,false
29,-0.23919984027743341,-0.3984101414680481,-0.41307878494262695,0.36380610638298094,false
30,-0.25936067557777276,-0.39825546741485596,-0.41307878494262695,0.32214611975214213,false
31,-0.24363834476098417,-0.39782336354255676,-0.41307878494262695,0.48349262333649679,false
32,-0.26551100350916385,-0.39697012305259705,-0.41307878494262695,0.40015248089039235,false
33,-0.25616307137534022,-0.39618074893951416,-0.41307878494262695,0.48417663430009272,false
34,-0.2587712800130248,-0.39812982082366943,-0.41307878494262695,0.40063122973078863,false
