timestamp,asset_id,lbw,nu,gamma,status,window_size,nlml_baseline,nlml_changepoint,retry_used,fallback_used,location_c,steepness_s,fallback_source_timestamp,failure_stage,failure_message
2016-10-21T00:00:00,XAUAUD,10,,,invalid_window,1,,,false,false,,,,window_length,"Expected 11 returns for lbw=10, got 1"
2016-10-23T00:00:00,XAUAUD,10,,,invalid_window,2,,,false,false,,,,window_length,"Expected 11 returns for lbw=10, got 2"
2016-10-24T00:00:00,XAUAUD,10,,,invalid_window,3,,,false,false,,,,window_length,"Expected 11 returns for lbw=10, got 3"
2016-10-25T00:00:00,XAUAUD,10,,,invalid_window,4,,,false,false,,,,window_length,"Expected 11 returns for lbw=10, got 4"
2016-10-26T00:00:00,XAUAUD,10,,,invalid_window,5,,,false,false,,,,window_length,"Expected 11 returns for lbw=10, got 5"
2016-10-27T00:00:00,XAUAUD,10,,,invalid_window,6,,,false,false,,,,window_length,"Expected 11 returns for lbw=10, got 6"
2016-10-28T00:00:00,XAUAUD,10,,,invalid_window,7,,,false,false,,,,window_length,"Expected 11 returns for lbw=10, got 7"
2016-10-30T00:00:00,XAUAUD,10,,,invalid_window,8,,,false,false,,,,window_length,"Expected 11 returns for lbw=10, got 8"
2016-10-31T00:00:00,XAUAUD,10,,,invalid_window,9,,,false,false,,,,window_length,"Expected 11 returns for lbw=10, got 9"
2016-11-01T00:00:00,XAUAUD,10,,,invalid_window,10,,,false,false,,,,window_length,"Expected 11 returns for lbw=10, got 10"
2016-11-02T00:00:00,XAUAUD,10,,,invalid_window,11,,,false,false,,,,window_standardization,window returns must be finite
2016-11-03T00:00:00,XAUAUD,10,0.60236488447725578,0.49947897721033635,success,11,15.608323900872682,15.192995308388248,false,false,4.9947897721033634,110.19622966735818,,,
2016-11-04T00:00:00,XAUAUD,10,0.69194712363345212,0.39943737533388723,success,11,15.608323899260538,14.799085802250264,false,false,3.9943737533388721,170.50833810051117,,,
2016-11-06T00:00:00,XAUAUD,10,0.81357488629677022,0.99999987916355493,success,11,15.608323901051621,14.134915547520935,false,false,9.9999987916355497,8.312032143371102,,,
2016-11-07T00:00:00,XAUAUD,10,0.68293866803915648,0.4849592333805221,success,11,15.467117450769262,14.699807624503777,false,false,4.8495923338052211,0.78749991915501127,,,
2016-11-08T00:00:00,XAUAUD,10,0.93830087449074362,0.79983229160191771,success,11,14.055727861269425,11.333926959520181,false,false,7.9983229160191769,47108.457654294602,,,
2016-11-09T00:00:00,XAUAUD,10,0.92366878860131318,0.99999935650159111,success,11,15.576198015560362,13.082926378302586,false,false,9.9999935650159113,0.28357840519896177,,,
2016-11-10T00:00:00,XAUAUD,10,0.81358965226347291,0.38790577809132637,success,11,15.608323897753637,14.134818185875705,false,false,3.8790577809132638,0.33969308973630002,,,
2016-11-11T00:00:00,XAUAUD,10,0.83750113965609696,0.3795471925307351,success,11,15.598776588809413,13.959024952804628,false,false,3.7954719253073512,1.2466250839003443,,,
2016-11-14T00:00:00,XAUAUD,10,0.77869970567192748,0.21117200143291207,success,11,15.543091314848585,14.284986407291283,false,false,2.1117200143291206,0.78292087137822886,,,
2016-11-15T00:00:00,XAUAUD,10,0.67312879156658267,0.50056097236234653,success,11,15.608324186808163,14.885953741444116,false,false,5.0056097236234649,407.11733898858233,,,
