timestamp,asset_id,close
2022-01-03T00:00:00,USDILS,3.1096
2022-01-04T00:00:00,USDILS,3.0811
2022-01-05T00:00:00,USDILS,3.1166
2022-01-06T00:00:00,USDILS,3.1056
2022-01-07T00:00:00,USDILS,3.1002
2022-01-10T00:00:00,USDILS,3.1237
2022-01-11T00:00:00,USDILS,3.1053
2022-01-12T00:00:00,USDILS,3.112
2022-01-13T00:00:00,USDILS,3.1146
2022-01-14T00:00:00,USDILS,3.1056
2022-01-17T00:00:00,USDILS,3.109
2022-01-18T00:00:00,USDILS,3.1289
2022-01-19T00:00:00,USDILS,3.1316
2022-01-20T00:00:00,USDILS,3.1421
2022-01-21T00:00:00,USDILS,3.1488
2022-01-24T00:00:00,USDILS,3.1575
2022-01-25T00:00:00,USDILS,3.1738
2022-01-26T00:00:00,USDILS,3.1835
2022-01-27T00:00:00,USDILS,3.1926
2022-01-28T00:00:00,USDILS,3.1952
2022-01-31T00:00:00,USDILS,3.1631
2022-02-01T00:00:00,USDILS,3.1614
2022-02-02T00:00:00,USDILS,3.1682
2022-02-03T00:00:00,USDILS,3.1819
2022-02-04T00:00:00,USDILS,3.2015000000000002
2022-02-07T00:00:00,USDILS,3.1926
2022-02-08T00:00:00,USDILS,3.2078
2022-02-09T00:00:00,USDILS,3.2057
2022-02-10T00:00:00,USDILS,3.2319
2022-02-11T00:00:00,USDILS,3.2499000000000002
2022-02-14T00:00:00,USDILS,3.2528
2022-02-15T00:00:00,USDILS,3.2108
2022-02-16T00:00:00,USDILS,3.1868
2022-02-17T00:00:00,USDILS,3.2089
2022-02-18T00:00:00,USDILS,3.202
2022-02-21T00:00:00,USDILS,3.2162
2022-02-22T00:00:00,USDILS,3.224
2022-02-23T00:00:00,USDILS,3.2338
2022-02-24T00:00:00,USDILS,3.2322
2022-02-25T00:00:00,USDILS,3.2193
2022-02-28T00:00:00,USDILS,3.2077
2022-03-01T00:00:00,USDILS,3.2245
2022-03-02T00:00:00,USDILS,3.2199
2022-03-03T00:00:00,USDILS,3.2500999999999998
2022-03-04T00:00:00,USDILS,3.2643
2022-03-07T00:00:00,USDILS,3.2865
2022-03-08T00:00:00,USDILS,3.2923
2022-03-09T00:00:00,USDILS,3.2571
2022-03-10T00:00:00,USDILS,3.2561999999999998
2022-03-11T00:00:00,USDILS,3.2587
2022-03-14T00:00:00,USDILS,3.2811
2022-03-15T00:00:00,USDILS,3.2674
2022-03-16T00:00:00,USDILS,3.2492
2022-03-17T00:00:00,USDILS,3.2275
