timestamp,asset_id,close
2000-03-30T00:00:00,AUDCHF,1.0162
2000-03-31T00:00:00,AUDCHF,1.0108
2000-04-03T00:00:00,AUDCHF,1.0069
2000-04-04T00:00:00,AUDCHF,0.9929
2000-04-05T00:00:00,AUDCHF,0.9913
2000-04-06T00:00:00,AUDCHF,0.9858
2000-04-07T00:00:00,AUDCHF,0.9836
2000-04-10T00:00:00,AUDCHF,0.9713
2000-04-11T00:00:00,AUDCHF,0.978
2000-04-12T00:00:00,AUDCHF,0.9889
2000-04-13T00:00:00,AUDCHF,0.9833
2000-04-14T00:00:00,AUDCHF,0.977
2000-04-17T00:00:00,AUDCHF,0.975
2000-04-18T00:00:00,AUDCHF,0.99
2000-04-19T00:00:00,AUDCHF,0.9946
2000-04-20T00:00:00,AUDCHF,0.9937
2000-04-21T00:00:00,AUDCHF,0.9958
2000-04-24T00:00:00,AUDCHF,0.9963
2000-04-25T00:00:00,AUDCHF,1.0123
2000-04-26T00:00:00,AUDCHF,1.001
2000-04-27T00:00:00,AUDCHF,1.0151
2000-04-28T00:00:00,AUDCHF,1.0019
2000-05-01T00:00:00,AUDCHF,0.9967
2000-05-02T00:00:00,AUDCHF,1.0023
2000-05-03T00:00:00,AUDCHF,1.0221
2000-05-04T00:00:00,AUDCHF,1.0277
2000-05-05T00:00:00,AUDCHF,1.0332
2000-05-08T00:00:00,AUDCHF,1.0027
2000-05-09T00:00:00,AUDCHF,1.0014
2000-05-10T00:00:00,AUDCHF,1
2000-05-11T00:00:00,AUDCHF,1.0043
2000-05-12T00:00:00,AUDCHF,0.9825
2000-05-15T00:00:00,AUDCHF,0.9763
2000-05-16T00:00:00,AUDCHF,0.994
2000-05-17T00:00:00,AUDCHF,0.9849
2000-05-18T00:00:00,AUDCHF,0.9952
2000-05-19T00:00:00,AUDCHF,0.9932
2000-05-22T00:00:00,AUDCHF,0.9834
2000-05-23T00:00:00,AUDCHF,0.9893
2000-05-24T00:00:00,AUDCHF,0.9836
2000-05-25T00:00:00,AUDCHF,0.9747
2000-05-26T00:00:00,AUDCHF,0.9656
2000-05-29T00:00:00,AUDCHF,0.968
2000-05-30T00:00:00,AUDCHF,0.9708
2000-05-31T00:00:00,AUDCHF,0.9624
2000-06-01T00:00:00,AUDCHF,0.9644
2000-06-02T00:00:00,AUDCHF,0.9642
2000-06-05T00:00:00,AUDCHF,0.9668
2000-06-06T00:00:00,AUDCHF,0.9678
2000-06-07T00:00:00,AUDCHF,0.9676
2000-06-08T00:00:00,AUDCHF,0.9657
2000-06-09T00:00:00,AUDCHF,0.9654
2000-06-12T00:00:00,AUDCHF,0.9692
2000-06-13T00:00:00,AUDCHF,0.9713
2000-06-14T00:00:00,AUDCHF,0.978
2000-06-15T00:00:00,AUDCHF,0.9869
2000-06-16T00:00:00,AUDCHF,0.9811
2000-06-19T00:00:00,AUDCHF,0.9796
2000-06-20T00:00:00,AUDCHF,0.9814
2000-06-21T00:00:00,AUDCHF,0.9844
2000-06-22T00:00:00,AUDCHF,0.9877
2000-06-23T00:00:00,AUDCHF,0.9862
2000-06-26T00:00:00,AUDCHF,0.9865
2000-06-27T00:00:00,AUDCHF,0.9835
2000-06-28T00:00:00,AUDCHF,0.9928
2000-06-29T00:00:00,AUDCHF,0.9847
2000-06-30T00:00:00,AUDCHF,0.9762
2000-07-03T00:00:00,AUDCHF,0.9792
2000-07-04T00:00:00,AUDCHF,0.9782
2000-07-05T00:00:00,AUDCHF,0.9565
2000-07-06T00:00:00,AUDCHF,0.9593
2000-07-07T00:00:00,AUDCHF,0.963
2000-07-10T00:00:00,AUDCHF,0.9618
2000-07-11T00:00:00,AUDCHF,0.9562
2000-07-12T00:00:00,AUDCHF,0.9718
2000-07-13T00:00:00,AUDCHF,0.9673
2000-07-14T00:00:00,AUDCHF,0.9648
2000-07-17T00:00:00,AUDCHF,0.9725
2000-07-18T00:00:00,AUDCHF,0.9742
2000-07-19T00:00:00,AUDCHF,0.9665
2000-07-20T00:00:00,AUDCHF,0.9688
2000-07-21T00:00:00,AUDCHF,0.9721
2000-07-24T00:00:00,AUDCHF,0.9744
2000-07-25T00:00:00,AUDCHF,0.9683
2000-07-26T00:00:00,AUDCHF,0.9747
2000-07-27T00:00:00,AUDCHF,0.9786
2000-07-28T00:00:00,AUDCHF,0.9854
2000-07-31T00:00:00,AUDCHF,0.9688
2000-08-01T00:00:00,AUDCHF,0.9768
2000-08-02T00:00:00,AUDCHF,0.9853
2000-08-03T00:00:00,AUDCHF,0.9995
2000-08-04T00:00:00,AUDCHF,0.9993
2000-08-07T00:00:00,AUDCHF,1.0018
2000-08-08T00:00:00,AUDCHF,0.998
2000-08-09T00:00:00,AUDCHF,0.9925
2000-08-10T00:00:00,AUDCHF,0.9929
2000-08-11T00:00:00,AUDCHF,0.9962
2000-08-14T00:00:00,AUDCHF,1.0008
2000-08-15T00:00:00,AUDCHF,0.9964
2000-08-16T00:00:00,AUDCHF,1.0079
2000-08-17T00:00:00,AUDCHF,1.0122
2000-08-18T00:00:00,AUDCHF,1.0166
2000-08-21T00:00:00,AUDCHF,1.0177
2000-08-22T00:00:00,AUDCHF,1.0101
2000-08-23T00:00:00,AUDCHF,0.9838
2000-08-24T00:00:00,AUDCHF,0.9806
2000-08-25T00:00:00,AUDCHF,0.9811
2000-08-28T00:00:00,AUDCHF,0.9798
2000-08-29T00:00:00,AUDCHF,0.9877
2000-08-30T00:00:00,AUDCHF,0.9962
2000-08-31T00:00:00,AUDCHF,1.0051
2000-09-01T00:00:00,AUDCHF,0.9958
2000-09-04T00:00:00,AUDCHF,0.996
2000-09-05T00:00:00,AUDCHF,0.9937
2000-09-06T00:00:00,AUDCHF,1.0027
2000-09-07T00:00:00,AUDCHF,0.9914
2000-09-08T00:00:00,AUDCHF,0.9921
2000-09-11T00:00:00,AUDCHF,0.9974
2000-09-12T00:00:00,AUDCHF,0.9851
2000-09-13T00:00:00,AUDCHF,0.9814
2000-09-14T00:00:00,AUDCHF,0.9728
2000-09-15T00:00:00,AUDCHF,0.9725
2000-09-18T00:00:00,AUDCHF,0.9664
2000-09-19T00:00:00,AUDCHF,0.9668
2000-09-20T00:00:00,AUDCHF,0.9568
2000-09-21T00:00:00,AUDCHF,0.9608
2000-09-22T00:00:00,AUDCHF,0.9439
2000-09-25T00:00:00,AUDCHF,0.9527
2000-09-26T00:00:00,AUDCHF,0.9466
2000-09-27T00:00:00,AUDCHF,0.9496
2000-09-28T00:00:00,AUDCHF,0.945
2000-09-29T00:00:00,AUDCHF,0.9352
2000-10-02T00:00:00,AUDCHF,0.9482
2000-10-03T00:00:00,AUDCHF,0.9376
2000-10-04T00:00:00,AUDCHF,0.9331
2000-10-05T00:00:00,AUDCHF,0.9359
2000-10-06T00:00:00,AUDCHF,0.9344
2000-10-09T00:00:00,AUDCHF,0.9409
2000-10-10T00:00:00,AUDCHF,0.9319
2000-10-11T00:00:00,AUDCHF,0.9308
2000-10-12T00:00:00,AUDCHF,0.9263
2000-10-13T00:00:00,AUDCHF,0.9329
2000-10-16T00:00:00,AUDCHF,0.928
2000-10-17T00:00:00,AUDCHF,0.9195
2000-10-18T00:00:00,AUDCHF,0.9313
2000-10-19T00:00:00,AUDCHF,0.9313
2000-10-20T00:00:00,AUDCHF,0.9427
2000-10-23T00:00:00,AUDCHF,0.9463
2000-10-24T00:00:00,AUDCHF,0.9444
2000-10-25T00:00:00,AUDCHF,0.947
2000-10-26T00:00:00,AUDCHF,0.9488
2000-10-27T00:00:00,AUDCHF,0.9467
2000-10-30T00:00:00,AUDCHF,0.9465
2000-10-31T00:00:00,AUDCHF,0.9311
2000-11-01T00:00:00,AUDCHF,0.9322
2000-11-02T00:00:00,AUDCHF,0.9261
2000-11-03T00:00:00,AUDCHF,0.9239
2000-11-06T00:00:00,AUDCHF,0.9315
2000-11-07T00:00:00,AUDCHF,0.9353
2000-11-08T00:00:00,AUDCHF,0.9349
2000-11-09T00:00:00,AUDCHF,0.9239
2000-11-10T00:00:00,AUDCHF,0.9209
2000-11-13T00:00:00,AUDCHF,0.9216
2000-11-14T00:00:00,AUDCHF,0.9208
2000-11-15T00:00:00,AUDCHF,0.9268
2000-11-16T00:00:00,AUDCHF,0.9299
2000-11-17T00:00:00,AUDCHF,0.9341
2000-11-20T00:00:00,AUDCHF,0.9223
2000-11-21T00:00:00,AUDCHF,0.9207
2000-11-22T00:00:00,AUDCHF,0.9451
2000-11-23T00:00:00,AUDCHF,0.9468
2000-11-24T00:00:00,AUDCHF,0.9453
2000-11-27T00:00:00,AUDCHF,0.935
2000-11-28T00:00:00,AUDCHF,0.9208
2000-11-29T00:00:00,AUDCHF,0.9193
2000-11-30T00:00:00,AUDCHF,0.9143
2000-12-01T00:00:00,AUDCHF,0.9279
2000-12-04T00:00:00,AUDCHF,0.9247
2000-12-05T00:00:00,AUDCHF,0.9253
2000-12-06T00:00:00,AUDCHF,0.9315
2000-12-07T00:00:00,AUDCHF,0.9301
2000-12-08T00:00:00,AUDCHF,0.9337
2000-12-11T00:00:00,AUDCHF,0.9245
2000-12-12T00:00:00,AUDCHF,0.9274
2000-12-13T00:00:00,AUDCHF,0.9262
2000-12-14T00:00:00,AUDCHF,0.9178
2000-12-15T00:00:00,AUDCHF,0.9175
2000-12-18T00:00:00,AUDCHF,0.9106
2000-12-19T00:00:00,AUDCHF,0.9175
2000-12-20T00:00:00,AUDCHF,0.9256
2000-12-21T00:00:00,AUDCHF,0.9219
2000-12-22T00:00:00,AUDCHF,0.9178
2000-12-25T00:00:00,AUDCHF,0.9154
2000-12-26T00:00:00,AUDCHF,0.91
2000-12-27T00:00:00,AUDCHF,0.9149
2000-12-28T00:00:00,AUDCHF,0.9055
2000-12-29T00:00:00,AUDCHF,0.9003
2001-01-01T00:00:00,AUDCHF,0.9004
2001-01-02T00:00:00,AUDCHF,0.8967
2001-01-03T00:00:00,AUDCHF,0.9084
2001-01-04T00:00:00,AUDCHF,0.91
