timestamp,asset_id,close
2000-03-29T00:00:00,GBPUSD,1.5937000000000001
2000-03-30T00:00:00,GBPUSD,1.5952
2000-03-31T00:00:00,GBPUSD,1.5911
2000-04-03T00:00:00,GBPUSD,1.5965
2000-04-04T00:00:00,GBPUSD,1.5926
2000-04-05T00:00:00,GBPUSD,1.5846
2000-04-06T00:00:00,GBPUSD,1.5802
2000-04-07T00:00:00,GBPUSD,1.5794000000000001
2000-04-10T00:00:00,GBPUSD,1.5848
2000-04-11T00:00:00,GBPUSD,1.5862
2000-04-12T00:00:00,GBPUSD,1.5888
2000-04-13T00:00:00,GBPUSD,1.5866
2000-04-14T00:00:00,GBPUSD,1.588
2000-04-17T00:00:00,GBPUSD,1.5806
2000-04-18T00:00:00,GBPUSD,1.5769
2000-04-19T00:00:00,GBPUSD,1.5823
2000-04-20T00:00:00,GBPUSD,1.5798
2000-04-21T00:00:00,GBPUSD,1.5776
2000-04-24T00:00:00,GBPUSD,1.5804
2000-04-25T00:00:00,GBPUSD,1.5819999999999999
2000-04-26T00:00:00,GBPUSD,1.5769
2000-04-27T00:00:00,GBPUSD,1.5728
2000-04-28T00:00:00,GBPUSD,1.5521
2000-05-01T00:00:00,GBPUSD,1.5537999999999998
2000-05-02T00:00:00,GBPUSD,1.5606
2000-05-03T00:00:00,GBPUSD,1.5608
2000-05-04T00:00:00,GBPUSD,1.5423
2000-05-05T00:00:00,GBPUSD,1.5303
2000-05-08T00:00:00,GBPUSD,1.5328
2000-05-09T00:00:00,GBPUSD,1.5316999999999998
2000-05-10T00:00:00,GBPUSD,1.5095
2000-05-11T00:00:00,GBPUSD,1.505
2000-05-12T00:00:00,GBPUSD,1.5161
2000-05-15T00:00:00,GBPUSD,1.5036
2000-05-16T00:00:00,GBPUSD,1.4938
2000-05-17T00:00:00,GBPUSD,1.496
2000-05-18T00:00:00,GBPUSD,1.4827
2000-05-19T00:00:00,GBPUSD,1.4885
2000-05-22T00:00:00,GBPUSD,1.4917
