epoch_index,train_loss,val_loss,best_val_loss,mean_gradient_norm,improved
0,-0.15421538281803712,-0.3643481433391571,-0.3643481433391571,2.4896823134488213,true
1,-0.26565934839443517,-0.36051216721534729,-0.3643481433391571,0.9900095820641861,false
2,-0.27622340873289758,-0.37516042590141296,-0.37516042590141296,0.83289114075402415,true
3,-0.25315832103101105,-0.40589040517807007,-0.40589040517807007,0.91020398600420982,true
4,-0.28502999012095803,-0.40801414847373962,-0.40801414847373962,1.1146556203796838,true
5,-0.2894055247844125,-0.43706011772155762,-0.43706011772155762,1.0487146161329479,true
6,-0.30584232193919331,-0.38191789388656616,-0.43706011772155762,1.0725766516332396,false
7,-0.27907213540031361,-0.31003096699714661,-0.43706011772155762,1.2322285789100884,false
8,-0.32026858398547542,-0.31947895884513855,-0.43706011772155762,1.0979061179633181,false
9,-0.29804080965904856,-0.39853325486183167,-0.43706011772155762,1.2046893895991768,false
10,-0.31973553660254067,-0.3288939893245697,-0.43706011772155762,1.5672020226319989,false
11,-0.32214659621986824,-0.31940227746963501,-0.43706011772155762,1.5941160904640594,false
12,-0.32871304705156196,-0.48579302430152893,-0.48579302430152893,1.7442012197839527,true
13,-0.34298628539993214,-0.42810931801795959,-0.48579302430152893,1.6228206217026291,false
14,-0.35598087817048413,-0.42857852578163147,-0.48579302430152893,1.757658726504395,false
15,-0.32434196015581107,-0.41507008671760559,-0.48579302430152893,1.5716416406839226,false
16,-0.39149782558282215,-0.30678209662437439,-0.48579302430152893,1.8194024529209576,false
17,-0.37986224354841769,-0.34958505630493164,-0.48579302430152893,1.885171901257052,false
18,-0.35806235384482604,-0.31736436486244202,-0.48579302430152893,2.1514513436376523,false
19,-0.40414167080934232,-0.42291247844696045,-0.48579302430152893,1.764681748377207,false
20,-0.40626108216551632,-0.20644895732402802,-0.48579302430152893,1.9616901628428305,false
21,-0.39239116409459174,-0.28403282165527344,-0.48579302430152893,1.9045939811397916,false
22,-0.39652427515158284,-0.27946436405181885,-0.48579302430152893,1.9820805565642121,false
23,-0.42890275823764312,-0.20301470160484314,-0.48579302430152893,2.2148766529519492,false
24,-0.39913882969472653,-0.36617225408554077,-0.48579302430152893,1.9928768993615029,false
25,-0.42063736571715427,-0.32798993587493896,-0.48579302430152893,2.2144892600197821,false
26,-0.44823363690804213,-0.29541215300559998,-0.48579302430152893,2.2121695871226108,false
27,-0.42046014429667056,-0.1969839483499527,-0.48579302430152893,2.5745664962525598,false
28,-0.44361067391358888,-0.37099447846412659,-0.48579302430152893,2.1829852186716519,false
29,-0.44428617392594999,-0.40477070212364197,-0.48579302430152893,2.3794354801663222,false
30,-0.45717714860653264,-0.1705719530582428,-0.48579302430152893,2.4538858662574339,false
31,-0.45762532042005122,-0.18916046619415283,-0.48579302430152893,2.6219706477863021,false
32,-0.41213654793607885,-0.32275170087814331,-0.48579302430152893,3.1347871850698423,false
33,-0.43425196218184936,-0.34842664003372192,-0.48579302430152893,2.4555364540563178,false
34,-0.41456163894289577,-0.30799388885498047,-0.48579302430152893,2.4117639128548594,false
35,-0.46143303716029876,-0.31864812970161438,-0.48579302430152893,2.4247863549464501,false
36,-0.47218950665914095,-0.29207774996757507,-0.48579302430152893,2.582659469447278,false
37,-0.47223398567010194,-0.34970277547836304,-0.48579302430152893,2.2925698464879622,false
