timestamp,asset_id,normalized_return_1,normalized_return_21,normalized_return_63,normalized_return_126,normalized_return_256,macd_8_24,macd_16_28,macd_32_96
2021-01-02T00:00:00,AAVUSD,,,,,,,,
2021-01-03T00:00:00,AAVUSD,,,,,,,,
2021-01-04T00:00:00,AAVUSD,,,,,,,,
2021-01-05T00:00:00,AAVUSD,,,,,,,,
2021-01-06T00:00:00,AAVUSD,,,,,,,,
2021-01-07T00:00:00,AAVUSD,,,,,,,,
2021-01-08T00:00:00,AAVUSD,,,,,,,,
2021-01-09T00:00:00,AAVUSD,,,,,,,,
2021-01-10T00:00:00,AAVUSD,,,,,,,,
2021-01-11T00:00:00,AAVUSD,,,,,,,,
2021-01-12T00:00:00,AAVUSD,,,,,,,,
2021-01-13T00:00:00,AAVUSD,,,,,,,,
2021-01-14T00:00:00,AAVUSD,,,,,,,,
2021-01-15T00:00:00,AAVUSD,,,,,,,,
2021-01-16T00:00:00,AAVUSD,,,,,,,,
2021-01-17T00:00:00,AAVUSD,,,,,,,,
2021-01-18T00:00:00,AAVUSD,,,,,,,,
2021-01-19T00:00:00,AAVUSD,,,,,,,,
2021-01-20T00:00:00,AAVUSD,,,,,,,,
2021-01-21T00:00:00,AAVUSD,,,,,,,,
2021-01-22T00:00:00,AAVUSD,,,,,,,,
2021-01-23T00:00:00,AAVUSD,,,,,,,,
2021-01-24T00:00:00,AAVUSD,,,,,,,,
2021-01-25T00:00:00,AAVUSD,,,,,,,,
2021-01-26T00:00:00,AAVUSD,,,,,,,,
2021-01-27T00:00:00,AAVUSD,,,,,,,,
2021-01-28T00:00:00,AAVUSD,,,,,,,,
2021-01-29T00:00:00,AAVUSD,,,,,,,,
2021-01-30T00:00:00,AAVUSD,,,,,,,,
2021-01-31T00:00:00,AAVUSD,,,,,,,,
2021-02-01T00:00:00,AAVUSD,,,,,,,,
2021-02-02T00:00:00,AAVUSD,,,,,,,,
2021-02-03T00:00:00,AAVUSD,,,,,,,,
2021-02-04T00:00:00,AAVUSD,,,,,,,,
2021-02-05T00:00:00,AAVUSD,,,,,,,,
2021-02-06T00:00:00,AAVUSD,,,,,,,,
2021-02-07T00:00:00,AAVUSD,,,,,,,,
2021-02-08T00:00:00,AAVUSD,,,,,,,,
2021-02-09T00:00:00,AAVUSD,,,,,,,,
2021-02-10T00:00:00,AAVUSD,,,,,,,,
2021-02-11T00:00:00,AAVUSD,,,,,,,,
2021-02-12T00:00:00,AAVUSD,,,,,,,,
2021-02-13T00:00:00,AAVUSD,,,,,,,,
2021-02-14T00:00:00,AAVUSD,,,,,,,,
2021-02-15T00:00:00,AAVUSD,,,,,,,,
2021-02-16T00:00:00,AAVUSD,,,,,,,,
2021-02-17T00:00:00,AAVUSD,,,,,,,,
2021-02-18T00:00:00,AAVUSD,,,,,,,,
2021-02-19T00:00:00,AAVUSD,,,,,,,,
2021-02-20T00:00:00,AAVUSD,,,,,,,,
2021-02-21T00:00:00,AAVUSD,,,,,,,,
2021-02-22T00:00:00,AAVUSD,,,,,,,,
2021-02-23T00:00:00,AAVUSD,,,,,,,,
2021-02-24T00:00:00,AAVUSD,,,,,,,,
2021-02-25T00:00:00,AAVUSD,,,,,,,,
2021-02-26T00:00:00,AAVUSD,,,,,,,,
2021-02-27T00:00:00,AAVUSD,,,,,,,,
2021-02-28T00:00:00,AAVUSD,,,,,,,,
2021-03-01T00:00:00,AAVUSD,,,,,,,,
2021-03-02T00:00:00,AAVUSD,,,,,,,,
2021-03-03T00:00:00,AAVUSD,0.39119203632616856,-0.4812029528067468,,,,,,
2021-03-04T00:00:00,AAVUSD,-0.56476622717633851,-0.62109568210813293,,,,,,
2021-03-05T00:00:00,AAVUSD,-0.091662318669160525,-0.67527616177597705,,,,,,
2021-03-06T00:00:00,AAVUSD,0.12446977719766528,-0.561968795714895,4.5970139184633281,,,,,
2021-03-07T00:00:00,AAVUSD,0.51884642418811477,-0.42464720453470262,4.4649203978292471,,,,,
2021-03-08T00:00:00,AAVUSD,0.89841790675543631,-0.26043118622149286,4.0216143310701504,,,,,
2021-03-09T00:00:00,AAVUSD,0.16611422491409381,-0.012706140091208969,3.645843070714009,,,,,
2021-03-10T00:00:00,AAVUSD,-0.58349680607515175,-0.14827826998903446,3.6057369828432813,,,,,
2021-03-11T00:00:00,AAVUSD,0.019201865483790763,-0.24420334925808526,3.503927620413247,,,,,
2021-03-12T00:00:00,AAVUSD,-1.2238020227829187,-0.29882796639115156,3.4791170001993819,,,,,
2021-03-13T00:00:00,AAVUSD,1.793198269397561,-0.26572016795731529,3.4734346036202006,,,,,
2021-03-14T00:00:00,AAVUSD,-0.85956124040747051,-0.23240516890331381,3.0475630009367785,,,,,
2021-03-15T00:00:00,AAVUSD,-0.43384279728018876,-0.16551397738738452,3.3871401198825719,,,,,
2021-03-16T00:00:00,AAVUSD,-0.18147636567644379,0.2104301151138851,2.5035294257355938,,,,,
2021-03-17T00:00:00,AAVUSD,0.093223554515369664,0.062889934146609053,2.3234448584663734,,,,,
2021-03-18T00:00:00,AAVUSD,-0.27687131555254052,0.0076892812169894794,2.1132954173922669,,,,,
2021-03-19T00:00:00,AAVUSD,0.35043723668292964,0.42990723398031183,2.1087995287907697,,,,,
2021-03-20T00:00:00,AAVUSD,0.15032070853176768,0.26786901549108927,1.440044752489986,,,,,
2021-03-21T00:00:00,AAVUSD,-0.28023809051538723,0.14052833303028772,1.3012421813692563,,,,,
2021-03-22T00:00:00,AAVUSD,-0.96495696447692858,-0.17042581742362795,1.2033844723870626,,,,,
2021-03-23T00:00:00,AAVUSD,-0.29031265157111641,-0.33834618393161298,1.1163719641120793,,,,,
2021-03-24T00:00:00,AAVUSD,-0.40263983135523546,-0.50158710437760146,1.0462374778835564,,,,,
2021-03-25T00:00:00,AAVUSD,0.27570432075115914,-0.33074502257058058,1.3829407634114401,,,,,
2021-03-26T00:00:00,AAVUSD,0.98602423456856891,-0.12064161860437983,1.2950768616553678,,,,,
2021-03-27T00:00:00,AAVUSD,-0.2463065157315974,-0.20364787789636199,0.98134394689624005,,,,,
2021-03-28T00:00:00,AAVUSD,-0.3718147504025256,-0.39643140716316771,0.35718278962987876,,,,,
2021-03-29T00:00:00,AAVUSD,0.89115316041654302,-0.42858999227425881,0.762938401968275,,,,,
2021-03-30T00:00:00,AAVUSD,0.69591630146793881,-0.34254087453315551,0.60593735890282829,,,,,
2021-03-31T00:00:00,AAVUSD,0.29866521022661563,-0.14726619781372341,0.54036511378693297,,,,,
2021-04-01T00:00:00,AAVUSD,-0.10551826525630152,-0.17610165541796807,0.53106263439640133,,,,,
2021-04-02T00:00:00,AAVUSD,0.84535963257820435,0.36252274270652252,0.76686947939138528,,,,,
2021-04-03T00:00:00,AAVUSD,-0.63307547564094235,-0.24416872788299554,0.42468490992925567,,,,,
2021-04-04T00:00:00,AAVUSD,0.54580327404769424,0.11177167265610188,0.63330210601639836,,,,,
2021-04-05T00:00:00,AAVUSD,-0.20274315545106694,0.19770273889635179,0.60249008706096263,,,,,
2021-04-06T00:00:00,AAVUSD,-0.36567538652629972,0.16896426978192713,0.51616403079556394,,,,,
2021-04-07T00:00:00,AAVUSD,-1.2208584197280088,-0.1386843060775986,0.054407742991755458,,,,,
2021-04-08T00:00:00,AAVUSD,0.22922962020418908,-0.018012289480019969,-0.49869111668300686,,,,,
2021-04-09T00:00:00,AAVUSD,0.041015678563736661,-0.10211241969718469,-0.55258862640300066,,,,,
2021-04-10T00:00:00,AAVUSD,0.054911137812497714,-0.13163330177754365,-0.45263882824245183,,,,,
2021-04-11T00:00:00,AAVUSD,0.3831987296862483,0.023812856621419239,-0.30357639706629924,,,,,
2021-04-12T00:00:00,AAVUSD,1.5704786722705837,0.68509695143322036,-0.30047414516987531,,,,,
