timestamp,asset_id,close,arithmetic_return,sigma_t
2000-03-30T00:00:00,EURCAD,1.3971,,
2000-03-31T00:00:00,EURCAD,1.3836,-0.0096628730942667444,
2000-04-03T00:00:00,EURCAD,1.3831,-0.00036137612026593307,
2000-04-04T00:00:00,EURCAD,1.3956,0.0090376690044103505,
2000-04-05T00:00:00,EURCAD,1.3934,-0.0015763829177414587,
2000-04-06T00:00:00,EURCAD,1.3914,-0.0014353380221042069,
2000-04-07T00:00:00,EURCAD,1.3902,-0.00086244070720128496,
2000-04-10T00:00:00,EURCAD,1.4062999999999999,0.011581067472305985,
2000-04-12T00:00:00,EURCAD,1.4018,-0.0031998862262674743,
2000-04-13T00:00:00,EURCAD,1.4019,7.1336852618054632e-05,
2000-04-14T00:00:00,EURCAD,1.4208,0.013481703402525243,
2000-04-17T00:00:00,EURCAD,1.4131,-0.0054194819819820099,
2000-04-18T00:00:00,EURCAD,1.3987,-0.010190361616304556,
2000-04-19T00:00:00,EURCAD,1.387,-0.0083649102738257257,
2000-04-20T00:00:00,EURCAD,1.3822999999999999,-0.0033886085075704028,
2000-04-24T00:00:00,EURCAD,1.3851,0.0020256094914274298,
2000-04-25T00:00:00,EURCAD,1.3516,-0.024185979351671421,
2000-04-26T00:00:00,EURCAD,1.3618000000000001,0.0075466114234982312,
2000-04-27T00:00:00,EURCAD,1.3432,-0.013658393302981473,
2000-05-01T00:00:00,EURCAD,1.3525,0.0069237641453246618,
2000-05-02T00:00:00,EURCAD,1.3511,-0.0010351201478743569,
2000-05-03T00:00:00,EURCAD,1.3369,-0.010509954851602391,
2000-05-04T00:00:00,EURCAD,1.331,-0.0044131947041663672,
2000-05-05T00:00:00,EURCAD,1.3357999999999999,0.00360631104432751,
2000-05-08T00:00:00,EURCAD,1.3368,0.00074861506213513395,
2000-05-09T00:00:00,EURCAD,1.3532,0.012268102932375801,
2000-05-10T00:00:00,EURCAD,1.3479,-0.0039166420336977986,
2000-05-11T00:00:00,EURCAD,1.3405,-0.0054900215149492337,
2000-05-12T00:00:00,EURCAD,1.3639000000000001,0.017456173069750159,
2000-05-15T00:00:00,EURCAD,1.3519999999999999,-0.0087249798372316459,
2000-05-16T00:00:00,EURCAD,1.3359,-0.011908284023668479,
2000-05-17T00:00:00,EURCAD,1.3386,0.0020211093644733323,
2000-05-18T00:00:00,EURCAD,1.3403,0.0012699835649185977,
2000-05-19T00:00:00,EURCAD,1.3439999999999999,0.0027605759904497608,
2000-05-22T00:00:00,EURCAD,1.3502,0.0046130952380953917,
2000-05-23T00:00:00,EURCAD,1.3663,0.011924159383794996,
2000-05-24T00:00:00,EURCAD,1.3623,-0.002927614725902074,
2000-05-25T00:00:00,EURCAD,1.3716,0.0068266901563531256,
2000-05-26T00:00:00,EURCAD,1.3986,0.01968503937007884,
2000-05-30T00:00:00,EURCAD,1.3991,0.0003575003575003181,
2000-05-31T00:00:00,EURCAD,1.4016,0.0017868629833463988,
