timestamp,asset_id,macd_8_24,macd_16_28,macd_32_96
2007-02-14T00:00:00,USDCHF,0.59279613897369587,0.66742783956386764,-0.24033639748419006
2007-02-15T00:00:00,USDCHF,0.48011544890804242,0.60660481648109055,-0.24594844416005945
2007-02-16T00:00:00,USDCHF,0.38236372207578512,0.54942803144919872,-0.25076599735566901
2007-02-19T00:00:00,USDCHF,0.28212396776613879,0.48664125424717974,-0.25812256115988103
2007-02-20T00:00:00,USDCHF,0.22329571537919823,0.44519335516798803,-0.2602320914686625
2007-02-21T00:00:00,USDCHF,0.18155015933048813,0.4114666636159609,-0.25996930292369136
2007-02-22T00:00:00,USDCHF,0.1542955058074256,0.38561539184606741,-0.25832859361871136
2007-02-23T00:00:00,USDCHF,0.078605164757509269,0.3313476008461767,-0.2679558093706933
2007-02-26T00:00:00,USDCHF,-0.010773568792931386,0.2665526654260495,-0.28250603501177757
2007-02-27T00:00:00,USDCHF,-0.20323406887639367,0.133313863114391,-0.31614475310695977
2007-02-28T00:00:00,USDCHF,-0.34915821167678163,0.020021996195144554,-0.34480812840239017
2007-03-01T00:00:00,USDCHF,-0.44744731245229402,-0.064859908548977288,-0.37417112731788893
2007-03-02T00:00:00,USDCHF,-0.59732295860013152,-0.18485816961616566,-0.41727792858105145
2007-03-05T00:00:00,USDCHF,-0.68952477218247621,-0.27383077944519379,-0.45721459071987303
2007-03-06T00:00:00,USDCHF,-0.75239055210820116,-0.34729861114199445,-0.49826997547298668
2007-03-07T00:00:00,USDCHF,-0.87623097122218252,-0.46360832499118182,-0.54857791397227984
2007-03-08T00:00:00,USDCHF,-0.87428803351156381,-0.50407972295170167,-0.58791085557722345
2007-03-09T00:00:00,USDCHF,-0.77424431424545959,-0.48162070498056941,-0.60348307623713215
2007-03-12T00:00:00,USDCHF,-0.81280792653455991,-0.54249438742889389,-0.64706782119780759
2007-03-13T00:00:00,USDCHF,-0.9401985861534996,-0.66193260246303753,-0.70987258015627241
2007-03-14T00:00:00,USDCHF,-1.0285812446939346,-0.76053051629698154,-0.76201912129332561
