timestamp,asset_id,lbw,timeline_index,sigma_t,next_arithmetic_return,normalized_return_1,normalized_return_21,normalized_return_63,normalized_return_126,normalized_return_256,macd_8_24,macd_16_28,macd_32_96,nu,gamma
2025-04-13T00:00:00,BARUSD,126,1488,0.058365297392103804,0.012518991188088765,-0.95655640987031876,-0.38226669805536673,-0.61875219387501335,-0.75865980486522389,1.7453163905985527,-1.1660319795298155,-1.2935289101336394,0.10893406585288727,0.92979705312657523,0.51121404250523583
2025-04-14T00:00:00,BARUSD,126,1489,0.057471121505136308,-0.048856611247824311,0.21783098815932972,-0.53221107391409828,-0.63658654373799939,-0.64089414533697786,1.7926248662356259,-1.1295235801136705,-1.2793274204055562,0.095642858838401235,0.93362365258159674,0.50133810778203713
2025-04-15T00:00:00,BARUSD,126,1490,0.057122554233458862,-0.0060579289455416716,-0.85529458378468437,-0.71787254366399167,-0.67448435544439223,-0.66252772207183763,1.8116458580793087,-1.1220544599577325,-1.2710537270256914,0.078564219062375873,0.91966781388347485,0.49752596260495013
2025-04-16T00:00:00,BARUSD,126,1491,0.056179172582759007,0.044632086851628346,-0.10783229205837087,-0.72262686281064437,-0.68809134735415056,-0.74119354492367751,1.9856449760272366,-1.1147354646407273,-1.2632333577532211,0.061901328089132616,0.88601047663607124,0.29355525659579945
2025-04-17T00:00:00,BARUSD,126,1492,0.055947369644842322,0.0074753859243953382,0.79775129974752768,-0.5963874000499676,-0.58765575181731378,-0.71750613268014751,2.1693285835022178,-1.0735801787592254,-1.2418946839816034,0.049122598638162596,0.92003220706008471,0.48041238953132548
2025-04-18T00:00:00,BARUSD,126,1493,0.055053361039008632,0.0051275864149121653,0.13578436962456236,-0.32286341122229667,-0.64941429810464624,-0.76065155105513649,2.4678857105347762,-1.0369150469696293,-1.2278192303252584,0.037701306671953982,0.90369144382647582,0.27772022791778783
2025-04-19T00:00:00,BARUSD,126,1494,0.054160389316388925,0.0040211259152562956,0.094674105552643426,-0.044007794281595215,-0.61747031295746646,-0.69706392901919001,2.3011167686749907,-0.99597150071302043,-1.2091499992362063,0.026882269139837826,0.91846266006040778,0.26974551646353728
2025-04-20T00:00:00,BARUSD,126,1495,0.05327680798570586,0.0098631119612649452,0.075476104280405465,-0.054596248388447073,-0.56543577395034561,-0.71113119052886609,2.6184381885441939,-0.95089770506986271,-1.1847490030862573,0.016600509370724218,0.92887273180994745,0.453402322318536
2025-04-21T00:00:00,BARUSD,126,1496,0.052439361873811124,0.044690422635255127,0.1880860408827866,0.15827145913510676,-0.48672434845470169,-0.68784997446323226,2.339392577682184,-0.89814410234888842,-1.1533883725919032,0.0073606707914083457,0.93519630907692686,0.25387051302761221
2025-04-22T00:00:00,BARUSD,126,1497,0.05223826275752691,0.024703949232251134,0.85551127231572754,0.13714287607788855,-0.2990357056489793,-0.66898196735717308,2.6020816414156855,-0.81253469653620269,-1.1046321412312246,0.0017091208080243963,0.94425288516407901,0.24590055645196757
2025-04-23T00:00:00,BARUSD,126,1498,0.051567252924849011,0.034171965717445345,0.47906273518686759,0.24271000305928511,-0.39720365808764196,-0.61350273754072149,2.6986402239089236,-0.72109887073560519,-1.0564176377826244,-0.0018663051922357418,0.96065582291519636,0.23791603902477396
2025-04-24T00:00:00,BARUSD,126,1499,0.051069215829398301,0.043682831631289151,0.66913041765904691,0.66966039217001816,-0.3747551981333257,-0.50413296572014477,3.0908320949177353,-0.61250221027407514,-1.0005065326987075,-0.0026866305987818346,0.93562785782322444,0.65047082391285538
2025-04-25T00:00:00,BARUSD,126,1500,0.050784422170258026,-0.021977459016393523,0.86016202930969021,0.7683589218972281,-0.13177407912933523,-0.47594727039243695,3.2959921629135658,-0.47170776514221191,-0.92013404127873388,9.7445741049292608e-05,0.94026580649506963,0.64278406789673936
2025-04-26T00:00:00,BARUSD,126,1501,0.050149150560118899,-0.0024095123356554825,-0.43824189983132122,0.7975098272688893,-0.30296744723467578,-0.44564419551844914,3.1753448592360654,-0.37418180977149151,-0.86130212575167286,0.00091558789067596369,0.95341839555998931,0.63483495228319586
2025-04-27T00:00:00,BARUSD,126,1502,0.049327656470689749,0.00052507219742708837,-0.048847087172835202,1.5480947790792778,-0.2286951008261989,-0.51933748828118342,3.2782124195765991,-0.29000887764062622,-0.80343777422855334,0.0015050618203897347,0.96517843654431335,0.62674023685774871
2025-04-28T00:00:00,BARUSD,126,1503,0.048513216769333956,-0.0137496720020991,0.010823281414703914,1.1460026303344855,-0.2456808731169042,-0.58682565767409978,3.4691956603392633,-0.21666369123605606,-0.74950492590998608,0.0021233314877128874,0.962047384231006,0.3809208061114735
2025-04-29T00:00:00,BARUSD,126,1504,0.047796757537842523,-0.026712073644442207,-0.2876695556432452,1.1720675784677099,-0.1143191143347717,-0.7879825066007814,3.4154443419683935,-0.16586642240725097,-0.70151938088711541,0.0015392225093837435,0.95157028495694074,7.9365079365079361e-09
2025-04-30T00:00:00,BARUSD,126,1505,0.047281578466372438,0.022634082335574901,-0.56495731553125506,0.321161768163923,-0.16533555079475432,-0.78458471673583052,3.2931894636410797,-0.14818237258346292,-0.66863605975097984,-0.0012688216254750609,0.95031469525913681,0.18138052359350615
2025-05-01T00:00:00,BARUSD,126,1506,0.046666410897968767,-0.011654637797380313,0.48501870831810706,0.46566062139691533,-0.1222278499306961,-0.66231146982525724,3.3093387113393247,-0.11096530508615104,-0.62737093644803754,-0.0021138431166886906,0.94408852027520884,0.17248107288493317
2025-05-02T00:00:00,BARUSD,126,1507,0.045955103070462917,-0.01741764483150322,-0.25360921896987698,0.4205232718837501,-0.37627846837569906,-0.65011540345366514,3.3194383840000086,-0.091168588092410172,-0.59905463281526872,-0.003938014349462283,0.93122645288436445,0.16439962950902648
2025-05-03T00:00:00,BARUSD,126,1508,0.045316306039802592,-0.023011285439031196,-0.38435711896297992,0.20363657695680909,-0.73928800472576994,-0.74356101864690016,3.2714585681798782,-0.09479033257727322,-0.60413221306096498,-0.0074925030917872958,0.94799573991757791,0.15659688316215106
2025-05-04T00:00:00,BARUSD,126,1509,0.044765001155529165,-0.02665239195356953,-0.51404634971597551,0.38275104017449835,-0.93060821043004671,-0.73223809458967415,3.0869042495836516,-0.12880925726575415,-0.65183935485929434,-0.014016497003096992,0.972109777356717,0.56497255276502778
2025-05-05T00:00:00,BARUSD,126,1510,0.044277262564632609,0.011114970475859702,-0.60194308342039771,0.18132972375264506,-0.66728938167293528,-0.79920828389973753,3.025798334718067,-0.18288873211410636,-0.67007511273099951,-0.022669007260276021,0.9829609643698094,0.56343896887342793
2025-05-06T00:00:00,BARUSD,126,1511,0.04360179050992511,-0.0050956143364250649,0.2549200467657316,0.51131180477413218,-0.76005295745862689,-0.71384435750376574,2.7878241004808957,-0.22405425196969289,-0.69935905315007518,-0.031202430508200152,0.98753691111498865,0.54773112810054536
2025-05-07T00:00:00,BARUSD,126,1512,0.042887894046111215,0.12384185992979216,-0.11881241664480985,0.52525239469371732,-0.88704340022607442,-0.84708012303075853,2.6933905885958911,-0.28142885770975357,-0.76514805774115191,-0.042698618947143878,0.91974812769646408,0.69839413308339005
2025-05-08T00:00:00,BARUSD,126,1513,0.047764404751248588,0.032566951712837341,2.592764645026898,0.85380680111936813,-0.4626527336820746,-0.61576208814905298,3.024851768684194,-0.16071468607138781,-0.73537724089756007,-0.039959146341380931,0.95163841594811005,0.56751204805539879
2025-05-09T00:00:00,BARUSD,126,1514,0.047271508872268282,0.054599553682122451,0.68893404271981307,0.99916539576118246,-0.42026485209153325,-0.66255532904725212,3.4176094524947924,0.013222749402045469,-0.68925867749843994,-0.032631230159281391,0.93678136372209986,0.49794783379848989
2025-05-10T00:00:00,BARUSD,126,1515,0.047366765570462425,-0.03550268033480674,1.1526975301047435,1.2729894588054125,-0.19194503692771167,-0.57804581631034491,3.8730124451068595,0.28473655513173851,-0.55888354496395365,-0.014081988094117663,0.93776677172057499,0.29053887182106369
2025-05-11T00:00:00,BARUSD,126,1516,0.047169018939197657,0.043147579347667227,-0.75266946680766911,1.0458876925021039,0.0096713579308676124,-0.59743184120178627,3.9297208857629009,0.43997524693890494,-0.44078861759494853,-0.0006602820756827965,0.94178869484363004,0.48195736816777662
2025-05-12T00:00:00,BARUSD,126,1517,0.046908489206772618,0.015283230510375747,0.91982453660941188,1.2396866024165272,0.30143493023649887,-0.60164259948839849,4.2617380953413155,0.62734535647229295,-0.28263431640672931,0.018541709541995865,0.97084126377611835,0.57226626535000436
2025-05-13T00:00:00,BARUSD,126,1518,0.046165427033410554,-0.039727477788519074,0.33105359340259433,1.0911247751893391,0.27430226193920565,-0.49102727673471536,4.3566940392675129,0.79450720434748301,-0.13364800696403539,0.03803749183085442,0.97528369779308866,0.56326119516882611
2025-05-14T00:00:00,BARUSD,126,1519,0.046138260457501058,-0.050719079578140008,-0.86105278774246097,0.72572755098021602,0.1489504126239887,-0.48721647679723229,4.3229846767060813,0.86095138781513525,-0.042854874996140116,0.050216484355111883,0.95851086610177949,0.458085443776652
2025-05-15T00:00:00,BARUSD,126,1520,0.04644572254314068,-0.0069184930815069691,-1.0920075477570639,0.27607752171055955,0.20098701568240485,-0.49201740516268527,4.0725406773810757,0.82490419093151512,-0.0060768950362523888,0.054272681751589648,0.97403590221586744,0.51133407131017006
2025-05-16T00:00:00,BARUSD,126,1521,0.045710414770778737,-0.026036104754640153,-0.15135485241603447,0.035462012576858944,0.089727439709512469,-0.58609726138009999,3.9370997553980884,0.78184892131954997,0.021258326334479244,0.05732577222128378,0.98045957586021659,0.50338949079941164
2025-05-17T00:00:00,BARUSD,126,1522,0.045243026466787101,-0.00469900276719058,-0.575472217221216,0.015663965422173378,-0.025498785105340541,-0.6768033387760628,3.9854068175153485,0.70300248201142945,0.024951885768072512,0.056895623591765046,0.98594751655189028,0.46238064015448516
2025-05-18T00:00:00,BARUSD,126,1523,0.044508743611751597,0.0061375439332739049,-0.10557482386337061,0.0046337921074227108,0.098334069353639073,-0.63875886399565107,4.0112411171446238,0.62307015221148843,0.02443728481472314,0.055594340220662446,0.99056618852191369,0.45744627587937448
2025-05-19T00:00:00,BARUSD,126,1524,0.043781904352547245,0.011366006256517285,0.14018449000875244,0.032696161108477811,0.00030009707246999261,-0.60117673456518428,4.2981143633650403,0.56421476260948344,0.028831787922937852,0.05532040251569293,0.99199837126693269,0.44613887042640721
2025-05-20T00:00:00,BARUSD,126,1525,0.043095477243724027,0.010980513454995323,0.26374011806940872,0.16301137812425265,0.14124397450821807,-0.67654553511469495,4.6814455034211075,0.52780981668171412,0.041631800676639789,0.056343726542337956,0.99449169474437393,0.43764570102876943
2025-05-21T00:00:00,BARUSD,126,1526,0.042415774899753921,0.038804752434858016,0.25887805848052781,0.37127818170037385,0.026590244656856086,-0.77146229442379322,4.5192276059426506,0.51403835997135416,0.062050477575782775,0.059011061801380507,0.99274995278523426,0.4630150646168511
2025-05-22T00:00:00,BARUSD,126,1527,0.042234555095198148,-0.043441979187119693,0.91879155225835296,0.4604689137455375,0.21625016326243926,-0.97636551914340164,4.6463863755001791,0.55742734888688594,0.11067789324482288,0.066236450043564279,0.99947275535538549,0.6664234191596009
2025-05-23T00:00:00,BARUSD,126,1528,0.042373323681739648,-0.022938369169189583,-1.0252200066581172,0.27856809922947051,0.12928037806326639,-0.99677629696992309,4.1586933577555802,0.52030480190262207,0.11843236792001384,0.067304247317883023,0.71501381525961982,0.57126843172108144
2025-05-24T00:00:00,BARUSD,126,1529,0.041906974348240048,-0.033193277310924474,-0.54736400148040987,0.25082839385864131,0.11917820221961403,-0.97607963262733577,4.0918157899516574,0.45039417245177615,0.10711576522956241,0.06529056668439949,0.89954618237687523,0.41257550975901086
2025-05-25T00:00:00,BARUSD,126,1530,0.041666124634428092,0.0098326814428509671,-0.79664901888901296,0.19506697724542343,0.013032716156591911,-1.0384733727889504,4.0004504473291718,0.33787431583315347,0.070957265395683033,0.059015818962032909,0.84989375761859653,0.37157803782246646
2025-05-26T00:00:00,BARUSD,126,1531,0.041017226996791625,0.024261660121577353,0.23972077497145264,0.40500174460478844,-0.1249116966437165,-1.0000444798841983,4.1231776057279914,0.25778663325117407,0.045611589554824805,0.054482994875360465,0.93382698808471931,0.3967916563979087
2025-05-27T00:00:00,BARUSD,126,1532,0.040571943060521296,-0.040651260504201807,0.59799108180217231,0.48470312252512043,-0.07542858470777726,-0.9806534577357644,4.0676745640917016,0.22652684606897461,0.04103007102051616,0.053279702539184778,0.80065076257694634,0.53955163219551361
