epoch_index,train_loss,val_loss,best_val_loss,mean_gradient_norm,improved
0,-0.13930642725899817,-0.30261474847793579,-0.36399948596954346,28.88428509752266,false
1,-0.24770513065159322,-0.31752133369445801,-0.36399948596954346,9.592668733000755,false
2,-0.23641634283121676,-0.33240231871604919,-0.36399948596954346,0.72248364711267643,false
3,-0.1842450076714158,-0.31648030877113342,-0.36399948596954346,2.0892084555001929,false
4,-0.25948636271059511,-0.31132480502128601,-0.36399948596954346,3.4165446241386235,false
5,-0.22699389345943927,-0.31173419952392578,-0.36399948596954346,16.874911912405516,false
6,-0.25632000074256212,-0.31657463312149048,-0.36399948596954346,13.517184900259599,false
7,-0.22600680999457837,-0.31615632772445679,-0.36399948596954346,1.1262413828502758,false
8,-0.2484680950641632,-0.30178743600845337,-0.36399948596954346,2485.3944764218527,false
9,-0.25304400082677603,-0.31813102960586548,-0.36399948596954346,298.75467834025619,false
10,-0.25818467494100333,-0.31772884726524353,-0.36399948596954346,6.6267714449887363,false
11,-0.26540931351482866,-0.28539946675300598,-0.36399948596954346,0.16670152028227675,false
12,-0.17355420487001538,-0.3011896014213562,-0.36399948596954346,1.7404361164197326,false
13,-0.20656585240503772,-0.30428394675254822,-0.36399948596954346,1055.5890019871294,false
14,-0.22711434438824654,-0.30689853429794312,-0.36399948596954346,6447.5091044664387,false
15,-0.23424144469900057,-0.30144816637039185,-0.36399948596954346,309.54003970799965,false
16,-0.21514046750962734,-0.31465429067611694,-0.36399948596954346,132.03707733750343,false
17,-0.23050005957484246,-0.2594069242477417,-0.36399948596954346,118.19092987962067,false
18,-0.20803293546196072,-0.30195316672325134,-0.36399948596954346,23166.818793854491,false
19,-0.14867549836635591,-0.18947508931159973,-0.36399948596954346,1126346.2161376954,false
20,-0.16357332943007349,-0.28180631995201111,-0.36399948596954346,2510539.3009429933,false
21,-0.1731104614213109,-0.15338879823684692,-0.36399948596954346,960907.72156829829,false
22,-0.21370540158823131,-0.17473210394382477,-0.36399948596954346,3572370.0427612304,false
23,-0.1970941004808992,-0.19703909754753113,-0.36399948596954346,9197971.2284172066,false
24,-0.18040710547938943,-0.23871360719203949,-0.36399948596954346,12507150.342806244,false
